status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,alignment_text_fingerprint,high,,74,74,ah2xMJ4BfLc99Jc4X45_,VIy1MJ4BXb1gYwgPz7Tv,Y,,44645972e5b37145,44645972e5b37145,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,75,75,ax2xMJ4BfLc99Jc4X45_,VYy1MJ4BXb1gYwgPz7Tv,Y,,7db25e9beb586885,7db25e9beb586885,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,76,76,bB2xMJ4BfLc99Jc4X45_,Voy1MJ4BXb1gYwgPz7Tv,Y,,f1b0be93786d4ef6,f1b0be93786d4ef6,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,77,77,bR2xMJ4BfLc99Jc4X45_,V4y1MJ4BXb1gYwgPz7Tv,Y,,ad29b57baa881a4a,ad29b57baa881a4a,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,78,78,bh2xMJ4BfLc99Jc4X45_,WIy1MJ4BXb1gYwgPz7Tv,Y,,f5e4b1a40a7ac218,f5e4b1a40a7ac218,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,79,79,bx2xMJ4BfLc99Jc4X45_,WYy1MJ4BXb1gYwgPz7Tv,Y,,ae63b8a30cd895e2,ae63b8a30cd895e2,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,80,80,cB2xMJ4BfLc99Jc4X45_,Woy1MJ4BXb1gYwgPz7Tv,Y,,e2f311a3facb45bf,e2f311a3facb45bf,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,81,81,cR2xMJ4BfLc99Jc4X45_,W4y1MJ4BXb1gYwgPz7Tv,Y,,6213970fdbc3c5f0,6213970fdbc3c5f0,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,82,82,ch2xMJ4BfLc99Jc4X45_,XIy1MJ4BXb1gYwgPz7Tv,Y,,46cafaba61c23e36,46cafaba61c23e36,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,83,83,cx2xMJ4BfLc99Jc4X45_,XYy1MJ4BXb1gYwgPz7Tv,Y,,4548ad59b73cbb71,4548ad59b73cbb71,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,84,84,dB2xMJ4BfLc99Jc4X45_,Xoy1MJ4BXb1gYwgPz7Tv,Y,,688e9d4fd259d6a9,688e9d4fd259d6a9,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,85,85,dR2xMJ4BfLc99Jc4X45_,X4y1MJ4BXb1gYwgPz7Tv,Y,,0b331c0ac43a1811,0b331c0ac43a1811,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,86,86,dh2xMJ4BfLc99Jc4X45_,YIy1MJ4BXb1gYwgPz7Tv,Y,,eba7eebf610602d0,eba7eebf610602d0,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,87,87,dx2xMJ4BfLc99Jc4X45_,YYy1MJ4BXb1gYwgPz7Tv,Y,,a0526d2e9282f9a9,a0526d2e9282f9a9,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,88,88,eB2xMJ4BfLc99Jc4X45_,Yoy1MJ4BXb1gYwgPz7Tv,Y,,98d219f10bd7ceb7,98d219f10bd7ceb7,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,89,89,eR2xMJ4BfLc99Jc4X45_,Y4y1MJ4BXb1gYwgPz7Tv,Y,,4cc39dccef9bce0c,4cc39dccef9bce0c,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,90,90,eh2xMJ4BfLc99Jc4X45_,ZIy1MJ4BXb1gYwgPz7Tv,Y,,c0096b03edd41c8f,c0096b03edd41c8f,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,91,91,ex2xMJ4BfLc99Jc4X45_,ZYy1MJ4BXb1gYwgPz7Tv,Y,,97f5493e8561dab2,97f5493e8561dab2,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,92,92,fB2xMJ4BfLc99Jc4X45_,Zoy1MJ4BXb1gYwgPz7Tv,Y,,15d5f13be6941afb,15d5f13be6941afb,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,93,93,fR2xMJ4BfLc99Jc4X45_,Z4y1MJ4BXb1gYwgPz7Tv,Y,,3cb3054e4070f311,3cb3054e4070f311,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,94,94,fh2xMJ4BfLc99Jc4X45_,aIy1MJ4BXb1gYwgPz7Tv,Y,,705916a825ecd8c5,705916a825ecd8c5,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,95,95,fx2xMJ4BfLc99Jc4X45_,aYy1MJ4BXb1gYwgPz7Tv,Y,,9c417e5bfd3c62b5,9c417e5bfd3c62b5,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,96,96,gB2xMJ4BfLc99Jc4X45_,aoy1MJ4BXb1gYwgPz7Tv,Y,,83f64fcfbab447fd,83f64fcfbab447fd,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,97,97,gR2xMJ4BfLc99Jc4X45_,a4y1MJ4BXb1gYwgPz7Tv,Y,,fec375e2a0c0dd57,fec375e2a0c0dd57,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,98,98,gh2xMJ4BfLc99Jc4X45_,bIy1MJ4BXb1gYwgPz7Tv,Y,,e9c7e31a38637566,e9c7e31a38637566,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
